depth,width,num_parameters,R_test,eq_error,test_error
1,29,1282,20,9.063270568847656,33.17499923706055
1,29,1282,40,42.31460189819336,207.77618408203125
1,30,1356,5,0.18174348771572113,0.13749241828918457
1,30,1356,10,1.0989943742752075,2.5306479930877686
1,30,1356,20,6.58461332321167,33.67053985595703
1,30,1356,40,28.37604522705078,212.2201690673828
1,31,1432,5,0.18432416021823883,0.13059280812740326
1,31,1432,10,1.2272655963897705,2.6663477420806885
1,31,1432,20,7.719399929046631,37.58091354370117
1,31,1432,40,33.51629638671875,219.84527587890625
1,32,1510,5,0.15867002308368683,0.11322444677352905
1,32,1510,10,1.158128261566162,2.2336134910583496
1,32,1510,20,8.271062850952148,31.309173583984375
1,32,1510,40,39.0407600402832,198.6883544921875
1,33,1590,5,0.15466217696666718,0.11273035407066345
1,33,1590,10,0.9981114864349365,2.3024885654449463
1,33,1590,20,6.425140857696533,32.29670715332031
1,33,1590,40,28.020370483398438,203.26275634765625
1,34,1672,5,0.16633598506450653,0.11592613905668259
1,34,1672,10,1.144970417022705,2.3952293395996094
1,34,1672,20,7.646005153656006,32.829437255859375
1,34,1672,40,36.3375129699707,203.59725952148438
1,35,1756,5,0.1479308009147644,0.11125532537698746
1,35,1756,10,1.0667635202407837,2.743661403656006
1,35,1756,20,7.129660606384277,37.41720962524414
1,35,1756,40,32.910438537597656,220.8939666748047
1,36,1842,5,0.16794641315937042,0.1232525035738945
1,36,1842,10,1.0638465881347656,2.6291134357452393
1,36,1842,20,6.695214748382568,34.62602615356445
1,36,1842,40,30.868928909301758,208.37548828125
2,1,24,5,0.08695857971906662,3.0516955852508545
2,1,24,10,0.18143491446971893,12.419829368591309
2,1,24,20,0.32257506251335144,50.172607421875
2,1,24,40,0.44074979424476624,199.9985809326172
2,2,46,5,0.40703123807907104,2.8715572357177734
2,2,46,10,0.7303179502487183,12.112239837646484
2,2,46,20,2.999030828475952,50.63235855102539
2,2,46,40,16.278730392456055,207.28973388671875
2,3,72,5,1.0520915985107422,2.375920295715332
2,3,72,10,2.2575738430023193,10.563305854797363
2,3,72,20,6.89427375793457,49.69401168823242
2,3,72,40,22.153629302978516,207.33213806152344
2,4,102,5,1.0790663957595825,2.332528829574585
2,4,102,10,3.529475688934326,10.458783149719238
2,4,102,20,12.638181686401367,49.29019546508789
2,4,102,40,48.21418380737305,212.65184020996094
2,5,136,5,1.2568061351776123,2.2064614295959473
2,5,136,10,3.002821445465088,9.766120910644531
2,5,136,20,8.542329788208008,46.68152618408203
2,5,136,40,34.53560256958008,207.7731475830078
2,6,174,5,1.211036205291748,1.9540467262268066
2,6,174,10,4.1310625076293945,9.29069709777832
2,6,174,20,17.15369987487793,48.76982116699219
2,6,174,40,72.71558380126953,220.1375732421875
2,7,216,5,1.397640347480774,1.5508071184158325
